,Time,Current,Voltage,Ramp
1337,2241629.037713513,5.08060497169996e-08,0.4304378122766382,1
1338,2242879.249112125,5.0400193662198665e-08,0.4296378899872103,1
1339,2244129.460510739,5.00212000239491e-08,0.4288406035177046,1
1340,2245379.671909352,4.96248875944008e-08,0.4280379005664759,1
1341,2246629.883307965,4.9239127256391175e-08,0.4272369609434127,1
1342,2247880.094706578,4.8850241867436354e-08,0.4264349833715289,1
1343,2249130.306105192,4.848430424986173e-08,0.4256351837675389,1
1344,2250380.517503805,4.8115650044395644e-08,0.424832030501833,1
1345,2251630.7289024186,4.776508251368509e-08,0.4240325732018257,1
1346,2252880.940301032,4.7417485565442885e-08,0.4232313113943434,1
1347,2254131.151699645,4.7062264110062336e-08,0.422434691466766,1
1348,2255381.363098258,4.6712491315163836e-08,0.4216337061888155,1
1349,2256631.574496872,4.636968725094896e-08,0.4208379696999561,1
1350,2257881.7858954845,4.602590111436744e-08,0.4200447671172787,1
1351,2259131.9972940977,4.568600474087703e-08,0.4192434797938981,1
1352,2260382.208692711,4.535181236167792e-08,0.4184446933110391,1
1353,2261632.4200913245,4.500580057098945e-08,0.4176409864856533,1
1354,2262882.6314899377,4.467322624017709e-08,0.416837373864959,1
1355,2264132.842888551,4.4354182109268646e-08,0.4160381655400442,1
1356,2265383.054287164,4.4041554105641124e-08,0.4152378275008735,1
1357,2266633.2656857767,4.3717559490878274e-08,0.414431696704565,1
1358,2267883.4770843904,4.3391748078007315e-08,0.4136277847391056,1
1359,2269133.6884830035,4.29815236929998e-08,0.4127997568149155,1
1360,2270383.8998816167,4.2689527733981966e-08,0.4119906272234606,1
1361,2271634.1112802294,4.24131809416178e-08,0.4111864661413821,1
1362,2272884.3226788435,4.212571164413306e-08,0.4103772523681095,1
1363,2274134.5340774567,4.1843565522236414e-08,0.409571061795312,1
1364,2275384.7454760694,4.1564059098652236e-08,0.408761729032949,1
1365,2276634.956874683,4.1291875798899996e-08,0.4079534419284555,1
1366,2277885.168273296,4.1018780807791334e-08,0.4071430595937576,1
1367,2279135.3796719094,4.0767749281313685e-08,0.406335934648682,1
1368,2280385.5910705226,4.0515148104736765e-08,0.4055267723578715,1
